"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2","region"
"5021",28096,"A1",21005,8887,"NChap1_final_00021005","hap1","A1",456117080,456120609,"NChap1_final_00021005","R_salicifolius_00001128","NChap2_final_00007652","A1"
"5022",28098,"A1",21007,8888,"NChap1_final_00021007","hap1","A1",456139423,456142407,"NChap1_final_00021007","R_salicifolius_00001129","NChap2_final_00007654","A1"
"5023",28099,"A1",21009,8901,"NChap1_final_00021009","hap1","A1",456196879,456198242,"NChap1_final_00021009","R_salicifolius_00001132","NChap2_final_00007656","A1"
"5024",28109,"A1",21011,8900,"NChap1_final_00021011","hap1","A1",456264000,456266821,"NChap1_final_00021011","R_salicifolius_00001147","NChap2_final_00007666","A1"
"5025",28110,"A1",21012,8902,"NChap1_final_00021012","hap1","A1",456277715,456279775,"NChap1_final_00021012","R_salicifolius_00001148","NChap2_final_00007667","A1"
"5026",28115,"A1",21014,8906,"NChap1_final_00021014","hap1","A1",456333058,456337943,"NChap1_final_00021014","R_salicifolius_00001151","NChap2_final_00007670","A1"
"5027",28119,"A1",21015,8907,"NChap1_final_00021015","hap1","A1",456359599,456361176,"NChap1_final_00021015","R_salicifolius_00001155","NChap2_final_00007671","A1"
"5028",28135,"A1",21028,8919,"NChap1_final_00021028","hap1","A1",456539752,456542255,"NChap1_final_00021028","R_salicifolius_00001159","NChap2_final_00007679","A1"
"5029",28136,"A1",21029,8920,"NChap1_final_00021029","hap1","A1",456564985,456572998,"NChap1_final_00021029","R_salicifolius_00002842","NChap2_final_00007680","A1"
"5030",28138,"A1",21030,8982,"NChap1_final_00021030","hap1","A1",456626265,456635430,"NChap1_final_00021030","R_salicifolius_00002840","NChap2_final_00007681","A1"
"5031",28139,"A1",21031,8984,"NChap1_final_00021031","hap1","A1",456635664,456637981,"NChap1_final_00021031","R_salicifolius_00002839","NChap2_final_00007682","A1"
"5032",28145,"A1",21032,8985,"NChap1_final_00021032","hap1","A1",456658102,456669457,"NChap1_final_00021032","R_salicifolius_00002833","NChap2_final_00007684","A1"
"5033",28147,"A1",21033,8983,"NChap1_final_00021033","hap1","A1",456683371,456688482,"NChap1_final_00021033","R_salicifolius_00002832","NChap2_final_00007686","A1"
"5034",28148,"A1",21034,8969,"NChap1_final_00021034","hap1","A1",456690157,456700046,"NChap1_final_00021034","R_salicifolius_00002831","NChap2_final_00007687","A1"
"5035",28150,"A1",21035,8970,"NChap1_final_00021035","hap1","A1",456711202,456712238,"NChap1_final_00021035","R_salicifolius_00002829","NChap2_final_00007688","A1"
"5036",28166,"A1",21052,8935,"NChap1_final_00021052","hap1","A1",456824818,456850075,"NChap1_final_00021052","R_salicifolius_00000024","NChap2_final_00007696","A1"
"5037",28168,"A1",21053,8936,"NChap1_final_00021053","hap1","A1",456864293,456866001,"NChap1_final_00021053","R_salicifolius_00000022","NChap2_final_00007697","A1"
"5038",28169,"A1",21055,9004,"NChap1_final_00021055","hap1","A1",456890860,456895049,"NChap1_final_00021055","R_salicifolius_00000021","NChap2_final_00007698","A1"
"5039",28178,"A1",21063,9001,"NChap1_final_00021063","hap1","A1",456915041,456920081,"NChap1_final_00021063","R_salicifolius_00000020","NChap2_final_00007702","A1"
"5040",28180,"A1",21065,9005,"NChap1_final_00021065","hap1","A1",456937705,456939257,"NChap1_final_00021065","R_salicifolius_00000018","NChap2_final_00007704","A1"
"5041",28181,"A1",21066,9003,"NChap1_final_00021066","hap1","A1",456939135,456941168,"NChap1_final_00021066","R_salicifolius_00000017","NChap2_final_00007705","A1"
"5042",28184,"A1",21067,9006,"NChap1_final_00021067","hap1","A1",456942706,456947297,"NChap1_final_00021067","R_salicifolius_00000015","NChap2_final_00007707","A1"
"5043",28187,"A1",21068,8904,"NChap1_final_00021068","hap1","A1",457050994,457054156,"NChap1_final_00021068","R_salicifolius_00000014","NChap2_final_00007710","A1"
"5044",28188,"A1",21070,8905,"NChap1_final_00021070","hap1","A1",457076916,457082241,"NChap1_final_00021070","R_salicifolius_00000013","NChap2_final_00007711","A1"
"5045",28190,"A1",21072,8916,"NChap1_final_00021072","hap1","A1",457116993,457120035,"NChap1_final_00021072","R_salicifolius_00000011","NChap2_final_00007713","A1"
"5046",28191,"A1",21073,8917,"NChap1_final_00021073","hap1","A1",457167092,457168390,"NChap1_final_00021073","R_salicifolius_00000010","NChap2_final_00007714","A1"
"5047",28192,"A1",21074,8918,"NChap1_final_00021074","hap1","A1",457171905,457175195,"NChap1_final_00021074","R_salicifolius_00000009","NChap2_final_00007715","A1"
"5048",28193,"A1",21075,8955,"NChap1_final_00021075","hap1","A1",457209643,457212074,"NChap1_final_00021075","R_salicifolius_00000008","NChap2_final_00007716","A1"
"5049",28195,"A1",21076,8953,"NChap1_final_00021076","hap1","A1",457246263,457250220,"NChap1_final_00021076","R_salicifolius_00000006","NChap2_final_00007717","A1"
"5050",28201,"A1",21081,8941,"NChap1_final_00021081","hap1","A1",457309850,457313156,"NChap1_final_00021081","R_salicifolius_00000004","NChap2_final_00007721","A1"
"5051",28202,"A1",21082,8939,"NChap1_final_00021082","hap1","A1",457335604,457337197,"NChap1_final_00021082","R_salicifolius_00000003","NChap2_final_00007722","A1"
"5052",28207,"A1",21087,8977,"NChap1_final_00021087","hap1","A1",457521705,457522704,"NChap1_final_00021087","R_salicifolius_00000002","NChap2_final_00007727","A1"
"5053",28208,"A1",21088,8978,"NChap1_final_00021088","hap1","A1",457523775,457526222,"NChap1_final_00021088","R_salicifolius_00000001","NChap2_final_00007728","A1"
"5054",28213,"A1",21092,9072,"NChap1_final_00021092","hap1","A1",457602789,457612333,"NChap1_final_00021092","R_salicifolius_00001014","NChap2_final_00007731","A1"
"5055",28214,"A1",21093,9070,"NChap1_final_00021093","hap1","A1",457628228,457633558,"NChap1_final_00021093","R_salicifolius_00001015","NChap2_final_00007732","A1"
"5056",28216,"A1",21095,9071,"NChap1_final_00021095","hap1","A1",457651019,457655468,"NChap1_final_00021095","R_salicifolius_00001016","NChap2_final_00007734","A1"
"5057",28217,"A1",21096,9075,"NChap1_final_00021096","hap1","A1",457659541,457664273,"NChap1_final_00021096","R_salicifolius_00001017","NChap2_final_00007735","A1"
"5058",28221,"A1",21100,8952,"NChap1_final_00021100","hap1","A1",457687527,457690896,"NChap1_final_00021100","R_salicifolius_00001018","NChap2_final_00007737","A1"
"5059",28232,"A1",21105,8976,"NChap1_final_00021105","hap1","A1",457903505,457905757,"NChap1_final_00021105","R_salicifolius_00001023","NChap2_final_00007745","A1"
"5060",28236,"A1",21108,8975,"NChap1_final_00021108","hap1","A1",457966908,457969093,"NChap1_final_00021108","R_salicifolius_00001025","NChap2_final_00007748","A1"
"5061",28238,"A1",21113,9050,"NChap1_final_00021113","hap1","A1",458004975,458014321,"NChap1_final_00021113","R_salicifolius_00001026","NChap2_final_00007749","A1"
"5062",28239,"A1",21114,9052,"NChap1_final_00021114","hap1","A1",458013816,458017343,"NChap1_final_00021114","R_salicifolius_00001027","NChap2_final_00007750","A1"
"5063",28240,"A1",21115,9051,"NChap1_final_00021115","hap1","A1",458017936,458018859,"NChap1_final_00021115","R_salicifolius_00001028","NChap2_final_00007751","A1"
"5064",28243,"A1",21118,8943,"NChap1_final_00021118","hap1","A1",458099813,458101745,"NChap1_final_00021118","R_salicifolius_00001031","NChap2_final_00007754","A1"
"5065",28249,"A1",21121,8958,"NChap1_final_00021121","hap1","A1",458321522,458325920,"NChap1_final_00021121","R_salicifolius_00001035","NChap2_final_00007757","A1"
"5066",28251,"A1",21122,8959,"NChap1_final_00021122","hap1","A1",458381849,458385157,"NChap1_final_00021122","R_salicifolius_00001036","NChap2_final_00007759","A1"
"5067",28253,"A1",21123,8947,"NChap1_final_00021123","hap1","A1",458409519,458411473,"NChap1_final_00021123","R_salicifolius_00001039","NChap2_final_00007760","A1"
"5068",28260,"A1",21127,9013,"NChap1_final_00021127","hap1","A1",458546821,458552480,"NChap1_final_00021127","R_salicifolius_00001043","NChap2_final_00007764","A1"
"5069",28263,"A1",21129,9014,"NChap1_final_00021129","hap1","A1",458562613,458566466,"NChap1_final_00021129","R_salicifolius_00001045","NChap2_final_00007766","A1"
"5070",28267,"A1",21132,8951,"NChap1_final_00021132","hap1","A1",458628952,458629930,"NChap1_final_00021132","R_salicifolius_00001047","NChap2_final_00007768","A1"
"5071",28277,"A1",21135,9029,"NChap1_final_00021135","hap1","A1",458696216,458698406,"NChap1_final_00021135","R_salicifolius_00001055","NChap2_final_00007772","A1"
"5072",28280,"A1",21140,9024,"NChap1_final_00021140","hap1","A1",458727071,458729844,"NChap1_final_00021140","R_salicifolius_00001059","NChap2_final_00007773","A1"
"5073",28281,"A1",21141,9027,"NChap1_final_00021141","hap1","A1",458735096,458738890,"NChap1_final_00021141","R_salicifolius_00001056","NChap2_final_00007774","A1"
"5074",28282,"A1",21141.5,9023,"NChap1_final_00021134","hap1","A1",458678828,458695599,"NChap1_final_00021134","R_salicifolius_00001057","NChap2_final_00007771","A1"
"5075",28284,"A1",21143,9028,"NChap1_final_00021143","hap1","A1",458761452,458765112,"NChap1_final_00021143","R_salicifolius_00001060","NChap2_final_00007775","A1"
"5076",28286,"A1",21145,8986,"NChap1_final_00021145","hap1","A1",458794883,458795822,"NChap1_final_00021145","R_salicifolius_00001061","NChap2_final_00007776","A1"
"5077",28292,"A1",21146,8987,"NChap1_final_00021146","hap1","A1",458856981,458863036,"NChap1_final_00021146","R_salicifolius_00001067","NChap2_final_00007777","A1"
"5078",28293,"A1",21147,8995,"NChap1_final_00021147","hap1","A1",458885943,458887481,"NChap1_final_00021147","R_salicifolius_00001068","NChap2_final_00007778","A1"
"5079",28295,"A1",21148,8997,"NChap1_final_00021148","hap1","A1",458888902,458893974,"NChap1_final_00021148","R_salicifolius_00001070","NChap2_final_00007779","A1"
"5080",28297,"A1",21149,8999,"NChap1_final_00021149","hap1","A1",458895190,458900933,"NChap1_final_00021149","R_salicifolius_00001072","NChap2_final_00007780","A1"
"5081",28299,"A1",21150,8996,"NChap1_final_00021150","hap1","A1",458971580,458973601,"NChap1_final_00021150","R_salicifolius_00001074","NChap2_final_00007781","A1"
"5082",28300,"A1",21151,9000,"NChap1_final_00021151","hap1","A1",458973962,458974983,"NChap1_final_00021151","R_salicifolius_00001075","NChap2_final_00007782","A1"
"5083",28305,"A1",21155,9019,"NChap1_final_00021155","hap1","A1",458997500,459011465,"NChap1_final_00021155","R_salicifolius_00001078","NChap2_final_00007783","A1"
"5084",28306,"A1",21156,9020,"NChap1_final_00021156","hap1","A1",459019216,459022435,"NChap1_final_00021156","R_salicifolius_00001079","NChap2_final_00007784","A1"
"5085",28308,"A1",21158,9017,"NChap1_final_00021158","hap1","A1",459026776,459029678,"NChap1_final_00021158","R_salicifolius_00001081","NChap2_final_00007785","A1"
"5086",28311,"A1",21159,9018,"NChap1_final_00021159","hap1","A1",459042528,459044788,"NChap1_final_00021159","R_salicifolius_00001086","NChap2_final_00007786","A1"
"5087",28314,"A1",21160,9021,"NChap1_final_00021160","hap1","A1",459056080,459057190,"NChap1_final_00021160","R_salicifolius_00001089","NChap2_final_00007787","A1"
"5088",28318,"A1",21164,8960,"NChap1_final_00021164","hap1","A1",459100304,459101837,"NChap1_final_00021164","R_salicifolius_00001090","NChap2_final_00007789","A1"
"5089",28320,"A1",21165,8961,"NChap1_final_00021165","hap1","A1",459139362,459140702,"NChap1_final_00021165","R_salicifolius_00001092","NChap2_final_00007790","A1"
"5090",28326,"A1",21171,9035,"NChap1_final_00021171","hap1","A1",459240651,459246898,"NChap1_final_00021171","R_salicifolius_00001710","NChap2_final_00007794","A1"
"5091",28330,"A1",21173,9065,"NChap1_final_00021173","hap1","A1",459289189,459292999,"NChap1_final_00021173","R_salicifolius_00001712","NChap2_final_00007798","A1"
"5092",28333,"A1",21174,9062,"NChap1_final_00021174","hap1","A1",459300969,459307750,"NChap1_final_00021174","R_salicifolius_00001715","NChap2_final_00007799","A1"
"5093",28336,"A1",21176,9066,"NChap1_final_00021176","hap1","A1",459318078,459319891,"NChap1_final_00021176","R_salicifolius_00001718","NChap2_final_00007800","A1"
"5094",28337,"A1",21177,9067,"NChap1_final_00021177","hap1","A1",459321353,459324589,"NChap1_final_00021177","R_salicifolius_00001719","NChap2_final_00007801","A1"
"5095",28340,"A1",21180,9064,"NChap1_final_00021180","hap1","A1",459357905,459359226,"NChap1_final_00021180","R_salicifolius_00001723","NChap2_final_00007803","A1"
"5096",28341,"A1",21181,9068,"NChap1_final_00021181","hap1","A1",459367095,459367669,"NChap1_final_00021181","R_salicifolius_00001724","NChap2_final_00007804","A1"
"5097",28352,"A1",21188,8990,"NChap1_final_00021188","hap1","A1",459555300,459569470,"NChap1_final_00021188","R_salicifolius_00001727","NChap2_final_00007810","A1"
"5098",28364,"A1",21192,9030,"NChap1_final_00021192","hap1","A1",459597544,459601799,"NChap1_final_00021192","R_salicifolius_00001737","NChap2_final_00007814","A1"
"5099",28367,"A1",21195,9031,"NChap1_final_00021195","hap1","A1",459610551,459615785,"NChap1_final_00021195","R_salicifolius_00001733","NChap2_final_00007816","A1"
"5100",28368,"A1",21197,9037,"NChap1_final_00021197","hap1","A1",459678676,459687141,"NChap1_final_00021197","R_salicifolius_00000025","NChap2_final_00007818","A1"
"5101",28369,"A1",21198,9038,"NChap1_final_00021198","hap1","A1",459703213,459708467,"NChap1_final_00021198","R_salicifolius_00000026","NChap2_final_00007819","A1"
"5102",28375,"A1",21200,9039,"NChap1_final_00021200","hap1","A1",459786819,459787627,"NChap1_final_00021200","R_salicifolius_00000032","NChap2_final_00007823","A1"
"5103",28378,"A1",21203,9010,"NChap1_final_00021203","hap1","A1",459818788,459830602,"NChap1_final_00021203","R_salicifolius_00000035","NChap2_final_00007824","A1"
"5104",28379,"A1",21204,9011,"NChap1_final_00021204","hap1","A1",459840553,459843567,"NChap1_final_00021204","R_salicifolius_00000036","NChap2_final_00007825","A1"
"5105",28382,"A1",21208,8988,"NChap1_final_00021208","hap1","A1",459950954,459952747,"NChap1_final_00021208","R_salicifolius_00000039","NChap2_final_00007827","A1"
"5106",28383,"A1",21209,9042,"NChap1_final_00021209","hap1","A1",459976942,459982847,"NChap1_final_00021209","R_salicifolius_00000040","NChap2_final_00007828","A1"
"5107",28384,"A1",21210,9043,"NChap1_final_00021210","hap1","A1",459997033,459999734,"NChap1_final_00021210","R_salicifolius_00000041","NChap2_final_00007829","A1"
"5108",28385,"A1",21211,9044,"NChap1_final_00021211","hap1","A1",460022754,460025774,"NChap1_final_00021211","R_salicifolius_00000042","NChap2_final_00007830","A1"
"5109",28387,"A1",21212,9045,"NChap1_final_00021212","hap1","A1",460052411,460053582,"NChap1_final_00021212","R_salicifolius_00000043","NChap2_final_00007832","A1"
"5110",28389,"A1",21214,9046,"NChap1_final_00021214","hap1","A1",460174129,460177608,"NChap1_final_00021214","R_salicifolius_00000044","NChap2_final_00007834","A1"
"5111",28393,"A1",21217,17344,"NChap1_final_00021219","hap1","A1",460234845,460244936,"NChap1_final_00021219","R_salicifolius_00000048","NChap2_final_00007836","A1"
"5112",28397,"A1",21221,9167,"NChap1_final_00021221","hap1","A1",460294191,460297625,"NChap1_final_00021221","R_salicifolius_00000683","NChap2_final_00007839","A1"
"5113",28401,"A1",21223,9174,"NChap1_final_00021223","hap1","A1",460308553,460312315,"NChap1_final_00021223","R_salicifolius_00000685","NChap2_final_00007841","A1"
"5114",28402,"A1",21224,9168,"NChap1_final_00021224","hap1","A1",460313731,460318228,"NChap1_final_00021224","R_salicifolius_00000686","NChap2_final_00007842","A1"
"5115",28406,"A1",21228,9169,"NChap1_final_00021228","hap1","A1",460335124,460339203,"NChap1_final_00021228","R_salicifolius_00000687","NChap2_final_00007844","A1"
"5116",28407,"A1",21229,9176,"NChap1_final_00021229","hap1","A1",460341324,460346849,"NChap1_final_00021229","R_salicifolius_00000688","NChap2_final_00007845","A1"
"5117",28423,"A1",21246,9083,"NChap1_final_00021246","hap1","A1",460652691,460656230,"NChap1_final_00021246","R_salicifolius_00005298","NChap2_final_00007855","A1"
"5118",28424,"A1",21247,9084,"NChap1_final_00021247","hap1","A1",460657367,460670097,"NChap1_final_00021247","R_salicifolius_00005299","NChap2_final_00007856","A1"
"5119",28432,"A1",21249,9113,"NChap1_final_00021249","hap1","A1",460706563,460715846,"NChap1_final_00021249","R_salicifolius_00005306","NChap2_final_00007857","A1"
"5120",28440,"A1",21251,9115,"NChap1_final_00021251","hap1","A1",460728071,460733261,"NChap1_final_00021251","R_salicifolius_00005315","NChap2_final_00007859","A1"
"5121",28444,"A1",21253,9117,"NChap1_final_00021253","hap1","A1",460783946,460785415,"NChap1_final_00021253","R_salicifolius_00005973","NChap2_final_00007861","A1"
"5122",28446,"A1",21254,9140,"NChap1_final_00021254","hap1","A1",460786495,460787157,"NChap1_final_00021254","R_salicifolius_00005972","NChap2_final_00007862","A1"
"5123",28448,"A1",21255,9135,"NChap1_final_00021255","hap1","A1",460798967,460804239,"NChap1_final_00021255","R_salicifolius_00005971","NChap2_final_00007863","A1"
"5124",28449,"A1",21256,9141,"NChap1_final_00021256","hap1","A1",460821135,460823229,"NChap1_final_00021256","R_salicifolius_00005963","NChap2_final_00007864","A1"
"5125",28452,"A1",21257,9136,"NChap1_final_00021257","hap1","A1",460826427,460828188,"NChap1_final_00021257","R_salicifolius_00005965","NChap2_final_00007865","A1"
"5126",28456,"A1",21258,9137,"NChap1_final_00021258","hap1","A1",460836045,460840226,"NChap1_final_00021258","R_salicifolius_00005966","NChap2_final_00007866","A1"
"5127",28464,"A1",21260,9138,"NChap1_final_00021260","hap1","A1",460861552,460862678,"NChap1_final_00021260","R_salicifolius_00005967","NChap2_final_00007868","A1"
"5128",28467,"A1",21261,9139,"NChap1_final_00021261","hap1","A1",460866973,460868346,"NChap1_final_00021261","R_salicifolius_00005960","NChap2_final_00007869","A1"
"5129",28469,"A1",21262,9142,"NChap1_final_00021262","hap1","A1",460867186,460876551,"NChap1_final_00021262","R_salicifolius_00005333","NChap2_final_00007870","A1"
"5130",28470,"A1",21263,9143,"NChap1_final_00021263","hap1","A1",460883170,460889238,"NChap1_final_00021263","R_salicifolius_00005974","NChap2_final_00007871","A1"
"5131",28473,"A1",21265,9240,"NChap1_final_00021265","hap1","A1",460904153,460911034,"NChap1_final_00021265","R_salicifolius_00005976","NChap2_final_00007872","A1"
"5132",28475,"A1",21267,9241,"NChap1_final_00021267","hap1","A1",460922153,460932969,"NChap1_final_00021267","R_salicifolius_00005978","NChap2_final_00007873","A1"
"5133",28479,"A1",21269,9243,"NChap1_final_00021269","hap1","A1",460950433,460954601,"NChap1_final_00021269","R_salicifolius_00005981","NChap2_final_00007875","A1"
"5134",28482,"A1",21271,9057,"NChap1_final_00021271","hap1","A1",460968826,460971951,"NChap1_final_00021271","R_salicifolius_00005956","NChap2_final_00007878","A1"
"5135",28485,"A1",21273,9059,"NChap1_final_00021273","hap1","A1",461040582,461042740,"NChap1_final_00021273","R_salicifolius_00002817","NChap2_final_00007881","A1"
"5136",28494,"A1",21276,9060,"NChap1_final_00021276","hap1","A1",461080216,461081660,"NChap1_final_00021276","R_salicifolius_00002819","NChap2_final_00007883","A1"
"5137",28498,"A1",21277,9159,"NChap1_final_00021277","hap1","A1",461093751,461098693,"NChap1_final_00021277","R_salicifolius_00002795","NChap2_final_00007885","A1"
"5138",28504,"A1",21279,9160,"NChap1_final_00021279","hap1","A1",461105681,461114117,"NChap1_final_00021279","R_salicifolius_00002796","NChap2_final_00007886","A1"
"5139",28507,"A1",21280,9155,"NChap1_final_00021280","hap1","A1",461113833,461115734,"NChap1_final_00021280","R_salicifolius_00002797","NChap2_final_00007887","A1"
"5140",28510,"A1",21281,9161,"NChap1_final_00021281","hap1","A1",461115703,461118792,"NChap1_final_00021281","R_salicifolius_00002798","NChap2_final_00007888","A1"
"5141",28515,"A1",21284,9156,"NChap1_final_00021284","hap1","A1",461141157,461143090,"NChap1_final_00021284","R_salicifolius_00002792","NChap2_final_00007890","A1"
"5142",28516,"A1",21285,9162,"NChap1_final_00021285","hap1","A1",461141257,461146405,"NChap1_final_00021285","R_salicifolius_00002791","NChap2_final_00007891","A1"
"5143",28523,"A1",21286,9157,"NChap1_final_00021286","hap1","A1",461163458,461166627,"NChap1_final_00021286","R_salicifolius_00002784","NChap2_final_00007892","A1"
"5144",28524,"A1",21287,9158,"NChap1_final_00021287","hap1","A1",461175185,461180471,"NChap1_final_00021287","R_salicifolius_00002783","NChap2_final_00007893","A1"
"5145",28526,"A1",21289,9077,"NChap1_final_00021289","hap1","A1",461225863,461261981,"NChap1_final_00021289","R_salicifolius_00001161","NChap2_final_00007895","A1"
"5146",28528,"A1",21290,9078,"NChap1_final_00021290","hap1","A1",461271055,461275548,"NChap1_final_00021290","R_salicifolius_00001163","NChap2_final_00007896","A1"
"5147",28538,"A1",21296,9085,"NChap1_final_00021296","hap1","A1",461425865,461429019,"NChap1_final_00021296","R_salicifolius_00001168","NChap2_final_00007899","A1"
"5148",28539,"A1",21297,9086,"NChap1_final_00021297","hap1","A1",461439768,461441128,"NChap1_final_00021297","R_salicifolius_00001169","NChap2_final_00007900","A1"
"5149",28540,"A1",21298,9087,"NChap1_final_00021298","hap1","A1",461442198,461446369,"NChap1_final_00021298","R_salicifolius_00001170","NChap2_final_00007901","A1"
"5150",28542,"A1",21299,9088,"NChap1_final_00021299","hap1","A1",461455919,461464787,"NChap1_final_00021299","R_salicifolius_00001172","NChap2_final_00007903","A1"
"5151",28545,"A1",21302,9149,"NChap1_final_00021302","hap1","A1",461485552,461488287,"NChap1_final_00021302","R_salicifolius_00001174","NChap2_final_00007906","A1"
"5152",28546,"A1",21303,9151,"NChap1_final_00021303","hap1","A1",461488539,461492193,"NChap1_final_00021303","R_salicifolius_00001175","NChap2_final_00007907","A1"
"5153",28558,"A1",21311,9150,"NChap1_final_00021311","hap1","A1",461545709,461549849,"NChap1_final_00021311","R_salicifolius_00001180","NChap2_final_00007911","A1"
"5154",28563,"A1",21312,9153,"NChap1_final_00021312","hap1","A1",461554594,461556751,"NChap1_final_00021312","R_salicifolius_00001185","NChap2_final_00007912","A1"
"5155",28565,"A1",21314,9106,"NChap1_final_00021314","hap1","A1",461562229,461565396,"NChap1_final_00021314","R_salicifolius_00001187","NChap2_final_00007913","A1"
"5156",28567,"A1",21316,9107,"NChap1_final_00021316","hap1","A1",461592007,461595450,"NChap1_final_00021316","R_salicifolius_00001189","NChap2_final_00007914","A1"
"5157",28568,"A1",21317,9110,"NChap1_final_00021317","hap1","A1",461599022,461601402,"NChap1_final_00021317","R_salicifolius_00001190","NChap2_final_00007915","A1"
"5158",28569,"A1",21318,9111,"NChap1_final_00021318","hap1","A1",461605716,461606720,"NChap1_final_00021318","R_salicifolius_00001191","NChap2_final_00007916","A1"
"5159",28573,"A1",21321,9109,"NChap1_final_00021321","hap1","A1",461621757,461652746,"NChap1_final_00021321","R_salicifolius_00001194","NChap2_final_00007918","A1"
"5160",28574,"A1",21322,9112,"NChap1_final_00021322","hap1","A1",461655786,461658120,"NChap1_final_00021322","R_salicifolius_00001195","NChap2_final_00007919","A1"
"5161",28579,"A1",21325,9233,"NChap1_final_00021325","hap1","A1",461792499,461794881,"NChap1_final_00021325","R_salicifolius_00001199","NChap2_final_00007922","A1"
"5162",28581,"A1",21327,9237,"NChap1_final_00021327","hap1","A1",461809978,461819019,"NChap1_final_00021327","R_salicifolius_00001200","NChap2_final_00007924","A1"
"5163",28582,"A1",21328,9235,"NChap1_final_00021328","hap1","A1",461845784,461847543,"NChap1_final_00021328","R_salicifolius_00001201","NChap2_final_00007925","A1"
"5164",28584,"A1",21329,9239,"NChap1_final_00021329","hap1","A1",461865571,461868723,"NChap1_final_00021329","R_salicifolius_00001203","NChap2_final_00007926","A1"
"5165",28588,"A1",21331,9090,"NChap1_final_00021331","hap1","A1",461920163,461921276,"NChap1_final_00021331","R_salicifolius_00001206","NChap2_final_00007928","A1"
"5166",28589,"A1",21332,9091,"NChap1_final_00021332","hap1","A1",461925049,461927529,"NChap1_final_00021332","R_salicifolius_00001207","NChap2_final_00007929","A1"
"5167",28591,"A1",21333,9095,"NChap1_final_00021333","hap1","A1",461927865,461934730,"NChap1_final_00021333","R_salicifolius_00001209","NChap2_final_00007930","A1"
"5168",28592,"A1",21334,9096,"NChap1_final_00021334","hap1","A1",461953855,461954437,"NChap1_final_00021334","R_salicifolius_00001210","NChap2_final_00007931","A1"
"5169",28593,"A1",21335,9092,"NChap1_final_00021335","hap1","A1",461974207,461979435,"NChap1_final_00021335","R_salicifolius_00001211","NChap2_final_00007932","A1"
"5170",28596,"A1",21336,9122,"NChap1_final_00021336","hap1","A1",461991148,461996672,"NChap1_final_00021336","R_salicifolius_00001214","NChap2_final_00007933","A1"
"5171",28601,"A1",21339,9121,"NChap1_final_00021339","hap1","A1",462053099,462057776,"NChap1_final_00021339","R_salicifolius_00001217","NChap2_final_00007936","A1"
"5172",28613,"A1",21350,9123,"NChap1_final_00021350","hap1","A1",462198903,462202283,"NChap1_final_00021350","R_salicifolius_00001221","NChap2_final_00007942","A1"
"5173",28614,"A1",21351,9125,"NChap1_final_00021351","hap1","A1",462201523,462203636,"NChap1_final_00021351","R_salicifolius_00001222","NChap2_final_00007943","A1"
"5174",28616,"A1",21352,9124,"NChap1_final_00021352","hap1","A1",462205587,462208135,"NChap1_final_00021352","R_salicifolius_00001224","NChap2_final_00007944","A1"
"5175",28630,"A1",21365,9080,"NChap1_final_00021365","hap1","A1",462375851,462380238,"NChap1_final_00021365","R_salicifolius_00001230","NChap2_final_00007949","A1"
"5176",28634,"A1",21369,9130,"NChap1_final_00021369","hap1","A1",462401597,462414917,"NChap1_final_00021369","R_salicifolius_00001232","NChap2_final_00007952","A1"
"5177",28635,"A1",21370,9131,"NChap1_final_00021370","hap1","A1",462445987,462448674,"NChap1_final_00021370","R_salicifolius_00001233","NChap2_final_00007953","A1"
"5178",28636,"A1",21371,9132,"NChap1_final_00021371","hap1","A1",462449540,462451328,"NChap1_final_00021371","R_salicifolius_00001234","NChap2_final_00007954","A1"
"5179",28639,"A1",21373,9133,"NChap1_final_00021373","hap1","A1",462476471,462479757,"NChap1_final_00021373","R_salicifolius_00001236","NChap2_final_00007955","A1"
"5180",28640,"A1",21374,9134,"NChap1_final_00021374","hap1","A1",462480443,462484324,"NChap1_final_00021374","R_salicifolius_00001237","NChap2_final_00007956","A1"
"5181",28642,"A1",21375,9105,"NChap1_final_00021375","hap1","A1",462487420,462489812,"NChap1_final_00021375","R_salicifolius_00001239","NChap2_final_00007957","A1"
"5182",28644,"A1",21376,9103,"NChap1_final_00021376","hap1","A1",462546014,462548966,"NChap1_final_00021376","R_salicifolius_00001241","NChap2_final_00007958","A1"
"5183",28645,"A1",21377,9104,"NChap1_final_00021377","hap1","A1",462567809,462569072,"NChap1_final_00021377","R_salicifolius_00001242","NChap2_final_00007959","A1"
"5184",28647,"A1",21378,9099,"NChap1_final_00021378","hap1","A1",462618593,462621089,"NChap1_final_00021378","R_salicifolius_00001243","NChap2_final_00007961","A1"
"5185",28648,"A1",21379,9101,"NChap1_final_00021379","hap1","A1",462622724,462624740,"NChap1_final_00021379","R_salicifolius_00001244","NChap2_final_00007962","A1"
"5186",28649,"A1",21380,9097,"NChap1_final_00021380","hap1","A1",462632357,462636206,"NChap1_final_00021380","R_salicifolius_00001245","NChap2_final_00007963","A1"
"5187",28650,"A1",21381,9098,"NChap1_final_00021381","hap1","A1",462662333,462664654,"NChap1_final_00021381","R_salicifolius_00001246","NChap2_final_00007964","A1"
"5188",28654,"A1",21386,9079,"NChap1_final_00021386","hap1","A1",462719866,462721593,"NChap1_final_00021386","R_salicifolius_00001247","NChap2_final_00007966","A1"
